w	d	t_history	r_history	delta_t	p_recall	total_cnt
stipulation	8	0	0	1	0.5318	299
stir	7	0	0	1	0.5632	8917
stirring	9	0	0	1	0.4951	206
stitch	10	0	0	1	0.4393	6570
stock	8	0	0	1	0.5399	10114
stockholder	1	0	0	1	0.8582	268
stoical	7	0	0	1	0.5503	149
stolen	5	0	0	1	0.6867	399
stolid	10	0	0	1	0.4043	141
stomach	4	0	0	1	0.7239	3039
stonewall	3	0	0	1	0.7759	116
stool	9	0	0	1	0.4897	5395
stoop	9	0	0	1	0.4892	5918
stoppage	3	0	0	1	0.7972	498
storehouse	1	0	0	1	0.861	410
stout	10	0	0	1	0.3921	2586
stove	7	0	0	1	0.5925	6822
stow	9	0	0	1	0.4545	374
straggle	9	0	0	1	0.4541	403
straighten	2	0	0	1	0.8106	301
straightforward	4	0	0	1	0.7392	7200
straitlaced	10	0	0	1	0.3862	145
strangely	4	0	0	1	0.7391	138
strangle	9	0	0	1	0.4656	1525
stratagem	2	0	0	1	0.8099	121
strategist	4	0	0	1	0.7411	197
strategy	8	0	0	1	0.5441	8801
straw	6	0	0	1	0.6128	7482
strawberry	3	0	0	1	0.787	1291
stray	9	0	0	1	0.4512	2706
streak	9	0	0	1	0.4759	2053
streaming	5	0	0	1	0.6915	577
strength	4	0	0	1	0.7213	3965
strengthen	4	0	0	1	0.7451	4614
strenuous	10	0	0	1	0.3995	5612
stress	5	0	0	1	0.6944	3184
stretch	8	0	0	1	0.5236	11051
strictly	3	0	0	1	0.7607	234
stride	9	0	0	1	0.4826	7860
strife	10	0	0	1	0.3688	5775
striker	7	0	0	1	0.5805	267
striking	7	0	0	1	0.5754	7193
string	6	0	0	1	0.621	8548
stringent	10	0	0	1	0.4071	931
strip	10	0	0	1	0.4328	10411
stripe	8	0	0	1	0.5039	7610
striped	5	0	0	1	0.6535	101
strive	8	0	0	1	0.5279	11084
stroll	9	0	0	1	0.4561	7242
stroller	6	0	0	1	0.6389	648
strong	2	0	0	1	0.8085	632
stronghold	6	0	0	1	0.6127	204
strongly	3	0	0	1	0.7606	142
struck	6	0	0	1	0.6298	894
structure	7	0	0	1	0.5566	6737
struggle	5	0	0	1	0.6542	5196
stub	7	0	0	1	0.5667	487
stubborn	6	0	0	1	0.6198	4966
stuffing	6	0	0	1	0.6364	440
stultify	10	0	0	1	0.4327	104
stun	8	0	0	1	0.5069	6120
stunning	7	0	0	1	0.559	2422
stunt	10	0	0	1	0.3623	759
stupefy	9	0	0	1	0.482	139
stupidity	3	0	0	1	0.7854	205
sturdy	7	0	0	1	0.5607	5816
style	3	0	0	1	0.7891	958
stylish	4	0	0	1	0.747	5684
stylist	3	0	0	1	0.7791	2933
stylistic	3	0	0	1	0.7765	170
subconscious	4	0	0	1	0.7281	4565
subcontract	4	0	0	1	0.7184	103
subdivide	4	0	0	1	0.7062	844
subdue	10	0	0	1	0.3862	795
subgroup	1	0	0	1	0.8626	131
subject	4	0	0	1	0.7271	4642
subjective	3	0	0	1	0.7862	3976
subjugate	10	0	0	1	0.4038	369
subjunctive	6	0	0	1	0.632	356
sublime	10	0	0	1	0.4282	724
subliminal	6	0	0	1	0.6373	1238
submillimeter	1	0	0	1	0.8972	107
subminiature	8	0	0	1	0.524	437
submission	8	0	0	1	0.5473	3068
suborbital	9	0	0	1	0.4906	106
suborn	10	0	0	1	0.3475	141
subscribe	8	0	0	1	0.5123	8629
subscriber	5	0	0	1	0.675	3123
subset	5	0	0	1	0.6916	107
subsidise	6	0	0	1	0.6241	2168
subsist	7	0	0	1	0.5819	598
subsistence	9	0	0	1	0.4798	1434
substance	9	0	0	1	0.491	9868
substantial	10	0	0	1	0.4424	12479
substantive	6	0	0	1	0.6108	519
subterfuge	10	0	0	1	0.289	173
subtlety	6	0	0	1	0.614	500
subtly	5	0	0	1	0.6579	304
subvert	6	0	0	1	0.6017	590
succeed	2	0	0	1	0.8193	1599
successful	4	0	0	1	0.7344	640
successive	3	0	0	1	0.777	4503
succulent	9	0	0	1	0.457	256
suck	7	0	0	1	0.5999	6433
suction	5	0	0	1	0.6806	288
suffering	3	0	0	1	0.7868	1473
suffice	6	0	0	1	0.6092	5225
sufficiency	6	0	0	1	0.6036	666
suffocate	10	0	0	1	0.4156	409
suffrage	10	0	0	1	0.4049	573
suffragist	7	0	0	1	0.557	158
suffuse	4	0	0	1	0.7333	120
sugar	3	0	0	1	0.7761	1045
suggestive	7	0	0	1	0.5867	946
suicidal	4	0	0	1	0.7236	369
suicide	5	0	0	1	0.6654	7087
suit	4	0	0	1	0.7434	4602
suitability	3	0	0	1	0.7576	656
suitcase	4	0	0	1	0.7376	1669
suite	7	0	0	1	0.5847	6155
suitor	4	0	0	1	0.7035	172
sulky	10	0	0	1	0.4063	192
sullen	9	0	0	1	0.4778	450
sulphate	8	0	0	1	0.5287	157
sultan	1	0	0	1	0.9114	237
sultry	8	0	0	1	0.5426	387
summarise	3	0	0	1	0.7597	1415
sun	1	0	0	1	0.8768	211
sunburnt	1	0	0	1	0.8668	413
sunk	5	0	0	1	0.6902	326
sunrise	1	0	0	1	0.8922	1048
sunscreen	1	0	0	1	0.8898	118
sunshine	1	0	0	1	0.9319	279
super	1	0	0	1	0.8733	671
superficial	5	0	0	1	0.6507	8572
superficially	4	0	0	1	0.7345	113
superfluous	8	0	0	1	0.5283	8439
superimpose	7	0	0	1	0.58	350
superiority	6	0	0	1	0.6444	5026
supermarket	1	0	0	1	0.8698	630
superstitious	6	0	0	1	0.6169	1459
superstructure	2	0	0	1	0.8444	135
supervise	8	0	0	1	0.5311	9672
supervision	4	0	0	1	0.7059	3060
supervisor	5	0	0	1	0.6602	2228
supine	10	0	0	1	0.3503	157
supplant	8	0	0	1	0.5383	665
supplementary	5	0	0	1	0.6565	885
supplicate	10	0	0	1	0.4331	127
supplier	3	0	0	1	0.7661	825
supportive	3	0	0	1	0.769	1130
supposedly	7	0	0	1	0.5762	3983
suppress	7	0	0	1	0.5959	7597
supremacy	5	0	0	1	0.664	744
sure	3	0	0	1	0.7751	676
surface	4	0	0	1	0.7374	4612
surfeit	8	0	0	1	0.5134	187
surmise	10	0	0	1	0.3803	426
surmount	7	0	0	1	0.5994	684
surname	1	0	0	1	0.9217	3294
surprise	2	0	0	1	0.8227	976
surrender	8	0	0	1	0.5237	7735
surreptitious	10	0	0	1	0.3481	362
surrogate	10	0	0	1	0.4319	345
surround	2	0	0	1	0.8467	3261
surrounded	3	0	0	1	0.7543	468
survive	4	0	0	1	0.7241	3491
survivor	2	0	0	1	0.8463	475
susceptibility	6	0	0	1	0.6099	546
susceptible	10	0	0	1	0.3984	9632
suspense	7	0	0	1	0.5778	1009
suspiciously	3	0	0	1	0.7537	406
sustain	8	0	0	1	0.5128	10732
sustainably	4	0	0	1	0.7231	520
sustained	6	0	0	1	0.6487	817
swab	9	0	0	1	0.4951	1644
swagger	6	0	0	1	0.6459	305
swallow	7	0	0	1	0.5976	7612
swam	2	0	0	1	0.8477	151
swamp	8	0	0	1	0.5375	7484
swarm	8	0	0	1	0.5041	5721
swathe	10	0	0	1	0.4369	325
sway	6	0	0	1	0.6179	6219
swear	8	0	0	1	0.52	6741
sweat	5	0	0	1	0.692	5412
sweet	3	0	0	1	0.7742	1014
swelled	8	0	0	1	0.5063	480
swerve	10	0	0	1	0.4311	515
swim	1	0	0	1	0.8543	597
swine	6	0	0	1	0.6125	831
swing	4	0	0	1	0.7395	6296
swipe	10	0	0	1	0.3809	1717
swirl	2	0	0	1	0.8114	472
switch	2	0	0	1	0.8165	6038
sworn	8	0	0	1	0.5323	402
swung	3	0	0	1	0.7643	140
sycophant	10	0	0	1	0.3969	131
syllabic	5	0	0	1	0.69	100
syllable	8	0	0	1	0.538	619
syllabus	10	0	0	1	0.4079	858
symbiosis	7	0	0	1	0.5571	219
symbiotic	6	0	0	1	0.6011	183
symbol	5	0	0	1	0.6996	3429
symbolic	2	0	0	1	0.8042	2288
symbolically	2	0	0	1	0.8101	258
symbolism	3	0	0	1	0.7718	241
symbolize	2	0	0	1	0.8009	673
symmetric	7	0	0	1	0.5693	274
sympathetic	5	0	0	1	0.6997	5052
sympathise	4	0	0	1	0.7379	1545
symphonic	9	0	0	1	0.4957	117
synagogue	10	0	0	1	0.359	117
synchronise	10	0	0	1	0.422	372
synchronous	8	0	0	1	0.5261	306
syndicate	10	0	0	1	0.3313	1298
synergy	10	0	0	1	0.4132	167
syntactic	8	0	0	1	0.5122	123
synthesis	6	0	0	1	0.6129	5286
synthesise	5	0	0	1	0.673	211
synthesize	6	0	0	1	0.6275	494
synthetic	9	0	0	1	0.4713	9346
syphilis	6	0	0	1	0.6137	277
syringe	10	0	0	1	0.4068	236
system	3	0	0	1	0.7872	1537
systematic	3	0	0	1	0.7846	4063
systematical	1	0	0	1	0.8791	455
systematically	2	0	0	1	0.8242	836
table	4	0	0	1	0.7066	1227
taciturn	10	0	0	1	0.4187	289
tack	10	0	0	1	0.3908	1200
tacky	10	0	0	1	0.3493	209
tactical	5	0	0	1	0.6915	188
tactile	8	0	0	1	0.503	336
tactless	5	0	0	1	0.6818	132
taffeta	6	0	0	1	0.619	147
tag	6	0	0	1	0.6015	5270
tail	6	0	0	1	0.6225	4511
tailwind	3	0	0	1	0.7957	646
taint	8	0	0	1	0.5125	480
takeaway	4	0	0	1	0.7195	1458
takeover	4	0	0	1	0.7181	227
talent	4	0	0	1	0.7012	3096
talk	3	0	0	1	0.7534	734
talkative	1	0	0	1	0.8637	477
tall	2	0	0	1	0.8002	981
tally	9	0	0	1	0.4673	413
tame	10	0	0	1	0.4329	7563
tamper	10	0	0	1	0.3907	471
tangerine	9	0	0	1	0.4559	204
tangible	9	0	0	1	0.4637	6899
tangy	9	0	0	1	0.47	100
tank	3	0	0	1	0.7769	2999
tanker	4	0	0	1	0.7054	3894
tannic	6	0	0	1	0.6138	145
tantalise	10	0	0	1	0.4273	110
tantalize	10	0	0	1	0.3808	449
tape	8	0	0	1	0.5282	4652
tapestry	10	0	0	1	0.4019	316
tapeworm	1	0	0	1	0.8545	165
tarnish	9	0	0	1	0.4669	679
tarry	10	0	0	1	0.45	340
task	5	0	0	1	0.6856	3728
taste	6	0	0	1	0.645	1735
tasteless	4	0	0	1	0.7466	363
tasty	3	0	0	1	0.7832	821
tatters	8	0	0	1	0.5307	228
tattoo	4	0	0	1	0.7414	232
tattooist	3	0	0	1	0.78	100
taught	4	0	0	1	0.721	319
taxation	3	0	0	1	0.7751	845
taxfree	1	0	0	1	0.9317	161
taxing	3	0	0	1	0.7895	114
taxpayer	2	0	0	1	0.8421	2710
tea	1	0	0	1	0.8805	226
teak	8	0	0	1	0.5325	246
teammate	1	0	0	1	0.8841	164
teamwork	1	0	0	1	0.8875	320
tease	9	0	0	1	0.4891	6996
technician	2	0	0	1	0.8057	3824
technique	3	0	0	1	0.7916	4280
technocracy	6	0	0	1	0.6462	130
technological	2	0	0	1	0.8302	995
technology	4	0	0	1	0.7339	1924
tectonic	10	0	0	1	0.4319	213
tectonics	8	0	0	1	0.531	113
tedium	4	0	0	1	0.7264	318
teen	1	0	0	1	0.925	1013
teenage	1	0	0	1	0.9007	272
teenager	2	0	0	1	0.8432	1180
telecom	3	0	0	1	0.7864	543
telecommunication	1	0	0	1	0.8817	448
telecommunications	1	0	0	1	0.8549	779
telex	4	0	0	1	0.7043	186
teller	3	0	0	1	0.7894	774
telling	4	0	0	1	0.7491	534
temp	8	0	0	1	0.5461	141
temper	7	0	0	1	0.5868	7497
temperamental	6	0	0	1	0.6131	137
temperance	10	0	0	1	0.425	160
temperate	6	0	0	1	0.6016	891
tempestuous	9	0	0	1	0.486	107
temple	6	0	0	1	0.6457	4950
tempo	8	0	0	1	0.5182	4709
temporal	8	0	0	1	0.5135	4582
temporary	7	0	0	1	0.5732	8146
temporize	10	0	0	1	0.4331	127
tempt	7	0	0	1	0.5852	8229
ten	1	0	0	1	0.901	101
tenable	10	0	0	1	0.3819	453
tenacious	10	0	0	1	0.3228	443
tend	4	0	0	1	0.703	4134
tendentious	5	0	0	1	0.6723	177
tender	9	0	0	1	0.4629	7120
tendon	7	0	0	1	0.5529	331
tenet	8	0	0	1	0.5245	551
tenor	8	0	0	1	0.5031	326
tense	6	0	0	1	0.6301	5393
tensile	8	0	0	1	0.5449	668
tent	6	0	0	1	0.6437	4746
tenth	1	0	0	1	0.9221	154
terminal	8	0	0	1	0.5368	8253
terminally	4	0	0	1	0.737	346
terminate	8	0	0	1	0.5433	6415
termination	6	0	0	1	0.626	1147
terminology	8	0	0	1	0.5499	2646
terminus	3	0	0	1	0.7536	138
termite	6	0	0	1	0.6176	204
terrain	9	0	0	1	0.4755	4999
terribly	3	0	0	1	0.7579	409
terrific	8	0	0	1	0.5079	6876
terrify	5	0	0	1	0.6904	3014
territorial	7	0	0	1	0.5751	666
terror	5	0	0	1	0.6638	4699
terrorist	4	0	0	1	0.7336	2740
terry	8	0	0	1	0.5355	282
testament	7	0	0	1	0.5888	197
testator	6	0	0	1	0.6074	163
testimony	7	0	0	1	0.5525	5234
testy	9	0	0	1	0.4685	111
text	2	0	0	1	0.8101	1301
textual	4	0	0	1	0.75	2652
than	3	0	0	1	0.7946	740
that	4	0	0	1	0.7426	474
thatch	9	0	0	1	0.4843	477
theatre	5	0	0	1	0.6756	3169
theatrical	5	0	0	1	0.6539	757
theirs	1	0	0	1	0.896	250
thematic	3	0	0	1	0.7578	128
themselves	2	0	0	1	0.8497	366
theologian	5	0	0	1	0.6968	155
theorize	3	0	0	1	0.7548	473
therapist	5	0	0	1	0.6694	1594
therefore	3	0	0	1	0.7633	2814
thereof	3	0	0	1	0.7519	528
therewith	4	0	0	1	0.736	125
thermal	9	0	0	1	0.48	5527
thermocouple	4	0	0	1	0.7339	109
thermodynamic	3	0	0	1	0.7521	238
thermodynamics	2	0	0	1	0.8068	295
thermonuclear	2	0	0	1	0.8408	157
thermos	10	0	0	1	0.4441	975
these	4	0	0	1	0.75	520
thicket	8	0	0	1	0.5311	177
thief	3	0	0	1	0.7597	2039
thieves	4	0	0	1	0.7355	276
thin	4	0	0	1	0.7389	1819
thing	3	0	0	1	0.7806	743
thinking	1	0	0	1	0.8763	194
thinness	1	0	0	1	0.8841	138
thirsty	5	0	0	1	0.683	2694
thirty	2	0	0	1	0.8481	520
this	2	0	0	1	0.8344	302
thorn	8	0	0	1	0.5453	4695
thornier	5	0	0	1	0.6929	241
thorny	6	0	0	1	0.6011	4392
thorough	6	0	0	1	0.6008	7384
thoroughbred	9	0	0	1	0.4727	165
thoroughly	5	0	0	1	0.6717	1523
though	3	0	0	1	0.7645	2820
thought	4	0	0	1	0.7247	2648
thousand	3	0	0	1	0.7816	1012
thrash	10	0	0	1	0.4405	370
threat	5	0	0	1	0.6526	5933
threaten	5	0	0	1	0.6803	4648
threatened	2	0	0	1	0.8222	135
threatening	3	0	0	1	0.7753	178
thresh	10	0	0	1	0.4093	281
threshold	9	0	0	1	0.4624	9179
threw	3	0	0	1	0.7649	251
thrice	1	0	0	1	0.8833	120
thriller	8	0	0	1	0.5488	953
thrive	8	0	0	1	0.5209	11372
thriving	4	0	0	1	0.716	1472
throat	6	0	0	1	0.6398	4625
throb	9	0	0	1	0.4585	325
through	5	0	0	1	0.6806	2320
throw	5	0	0	1	0.689	3135
thrush	9	0	0	1	0.4711	346
thud	7	0	0	1	0.572	236
thunderclap	1	0	0	1	0.9159	107
thunderstorm	1	0	0	1	0.8575	421
thus	3	0	0	1	0.7518	3151
thwart	10	0	0	1	0.3795	672
thyroid	10	0	0	1	0.4292	240
tiara	6	0	0	1	0.6173	162
tickle	9	0	0	1	0.4776	1717
tide	8	0	0	1	0.5237	8618
tier	8	0	0	1	0.5489	1596
tiger	1	0	0	1	0.9063	384
tight	5	0	0	1	0.6586	5235
tighter	3	0	0	1	0.766	188
tigress	1	0	0	1	0.9296	284
tile	10	0	0	1	0.4423	4700
tillable	10	0	0	1	0.4244	271
timber	7	0	0	1	0.5732	7579
time	2	0	0	1	0.8127	411
timeline	1	0	0	1	0.8659	358
timely	1	0	0	1	0.8687	2171
timescale	1	0	0	1	0.861	633
timetable	1	0	0	1	0.8838	585
timid	7	0	0	1	0.5881	4999
timorous	6	0	0	1	0.6429	168
tin	4	0	0	1	0.743	5237
tinder	6	0	0	1	0.625	200
tinge	8	0	0	1	0.5484	682
tingle	8	0	0	1	0.5172	348
tinny	5	0	0	1	0.6692	133
tiny	5	0	0	1	0.6936	5960
tipper	6	0	0	1	0.6233	146
tirade	10	0	0	1	0.3709	302
tire	5	0	0	1	0.6866	3606
tireless	4	0	0	1	0.7453	318
titanic	2	0	0	1	0.8009	221
title	3	0	0	1	0.7746	1819
to	3	0	0	1	0.7661	620
toad	8	0	0	1	0.5182	274
toady	9	0	0	1	0.4972	179
toddle	6	0	0	1	0.6458	192
toe	5	0	0	1	0.6817	3811
toffee	3	0	0	1	0.7909	110
together	4	0	0	1	0.7016	687
toil	10	0	0	1	0.4384	5821
toilet	7	0	0	1	0.5905	3060
tolerable	6	0	0	1	0.6461	308
tolerance	6	0	0	1	0.6073	3731
toll	10	0	0	1	0.4233	10004
ton	1	0	0	1	0.8692	3195
tonal	3	0	0	1	0.7935	155
tongs	7	0	0	1	0.5982	341
tongue	5	0	0	1	0.6811	5071
tonight	1	0	0	1	0.9002	511
tonnage	5	0	0	1	0.6998	603
too	2	0	0	1	0.8349	539
took	5	0	0	1	0.6919	172
tool	5	0	0	1	0.6829	2324
tooth	1	0	0	1	0.8842	639
toothless	2	0	0	1	0.8352	182
toothpaste	1	0	0	1	0.8936	564
toothy	2	0	0	1	0.8439	173
top	2	0	0	1	0.8255	963
topical	3	0	0	1	0.756	332
tore	8	0	0	1	0.5345	391
torment	10	0	0	1	0.4059	4794
tornado	6	0	0	1	0.6201	1840
torpid	10	0	0	1	0.3821	335
torpor	10	0	0	1	0.3825	285
torrent	10	0	0	1	0.4334	4799
torso	7	0	0	1	0.5897	351
tort	9	0	0	1	0.4573	4579
tortoise	4	0	0	1	0.7027	1110
tortuous	9	0	0	1	0.5	550
totalitarianism	3	0	0	1	0.7822	101
totally	6	0	0	1	0.6311	1659
totter	7	0	0	1	0.5822	292
touch	5	0	0	1	0.6961	1869
touching	2	0	0	1	0.8482	112
tough	7	0	0	1	0.5727	8621
toughness	7	0	0	1	0.5926	135
tournament	8	0	0	1	0.514	3395
toward	3	0	0	1	0.7591	1656
townscape	1	0	0	1	0.959	122
townsfolk	1	0	0	1	0.8677	3423
toxin	3	0	0	1	0.767	412
trace	6	0	0	1	0.6189	9698
traceable	3	0	0	1	0.7689	1618
track	6	0	0	1	0.627	9206
tract	10	0	0	1	0.3701	1440
trademark	3	0	0	1	0.7606	4645
trader	5	0	0	1	0.6601	303
tradition	3	0	0	1	0.7641	2721
traditional	5	0	0	1	0.6697	1111
traffic	5	0	0	1	0.687	2281
trafficking	9	0	0	1	0.4716	581
tragic	8	0	0	1	0.5454	6342
tragically	8	0	0	1	0.5296	406
trailer	9	0	0	1	0.4797	861
trained	1	0	0	1	0.8567	328
trait	9	0	0	1	0.4989	11362
trample	8	0	0	1	0.5346	621
trance	10	0	0	1	0.349	404
transact	7	0	0	1	0.5851	776
transaction	8	0	0	1	0.5497	11372
transcend	8	0	0	1	0.5139	5505
transcendence	8	0	0	1	0.5144	2467
transcendentalist	6	0	0	1	0.6042	571
transcontinental	3	0	0	1	0.7514	185
transcription	4	0	0	1	0.7186	231
transect	6	0	0	1	0.62	100
transfer	5	0	0	1	0.6795	6874
transference	6	0	0	1	0.6403	467
transform	4	0	0	1	0.7024	6031
transformation	5	0	0	1	0.6911	1531
transfuse	5	0	0	1	0.6884	276
transfusion	6	0	0	1	0.6164	232
transient	10	0	0	1	0.4496	9476
transition	6	0	0	1	0.6377	7068
transitive	7	0	0	1	0.553	132
translator	3	0	0	1	0.7815	357
transmission	5	0	0	1	0.682	4528
transmit	6	0	0	1	0.6415	8687
transmitter	6	0	0	1	0.6042	427
transparency	6	0	0	1	0.6068	4364
transplant	2	0	0	1	0.84	6468
transport	2	0	0	1	0.8222	4275
trap	7	0	0	1	0.5803	10257
trapeze	10	0	0	1	0.4176	534
trauma	10	0	0	1	0.4205	1460
travel	5	0	0	1	0.6707	1406
traveler	2	0	0	1	0.8074	888
traveller	2	0	0	1	0.8276	348
trawl	10	0	0	1	0.4155	219
tray	9	0	0	1	0.4569	6235
treacherous	9	0	0	1	0.4908	650
treacly	9	0	0	1	0.4702	168
tread	10	0	0	1	0.4345	1473
treason	9	0	0	1	0.4804	4540
treasure	7	0	0	1	0.5752	4407
treasurer	4	0	0	1	0.7241	348
treat	6	0	0	1	0.6169	4310
treaty	10	0	0	1	0.4407	7221
tree	3	0	0	1	0.7982	570
trek	10	0	0	1	0.4336	2258
tremble	10	0	0	1	0.442	7534
tremendous	8	0	0	1	0.5242	12141
tremendously	7	0	0	1	0.595	121
trench	10	0	0	1	0.417	5503
trestle	10	0	0	1	0.3721	172
triangle	3	0	0	1	0.7558	4594
triangular	3	0	0	1	0.7752	427
tribulation	10	0	0	1	0.3913	161
tribunal	10	0	0	1	0.3178	774
tribune	10	0	0	1	0.3112	919
tricky	7	0	0	1	0.591	3249
trifle	10	0	0	1	0.324	7265
trifling	7	0	0	1	0.5534	253
trigonometry	6	0	0	1	0.6014	1247
trillion	1	0	0	1	0.8522	3240
trilogy	7	0	0	1	0.5882	748
trim	10	0	0	1	0.3704	6727
trimmings	5	0	0	1	0.6667	135
trinity	5	0	0	1	0.6507	146
tripod	6	0	0	1	0.6387	883
tripper	4	0	0	1	0.7483	147
triumph	8	0	0	1	0.5444	9485
trivia	5	0	0	1	0.6535	101
troll	7	0	0	1	0.5644	225
trolly	6	0	0	1	0.604	1091
troop	8	0	0	1	0.5064	6904
trophy	10	0	0	1	0.4094	1529
troposphere	6	0	0	1	0.629	124
troublesome	3	0	0	1	0.7529	2934
troupe	9	0	0	1	0.4796	2521
trousers	7	0	0	1	0.5792	4705
trout	10	0	0	1	0.3963	217
truant	10	0	0	1	0.3935	826
truce	9	0	0	1	0.4941	929
truck	6	0	0	1	0.6326	6276
true	4	0	0	1	0.7044	1052
truism	7	0	0	1	0.5695	295
truly	4	0	0	1	0.7355	1822
truncate	8	0	0	1	0.5146	171
trunk	7	0	0	1	0.5567	6384
trust	7	0	0	1	0.5987	3005
trustworthy	3	0	0	1	0.7541	484
truth	5	0	0	1	0.6819	1814
truthful	2	0	0	1	0.8137	204
try	5	0	0	1	0.6806	739
trying	4	0	0	1	0.7348	841
tub	8	0	0	1	0.5072	4533
tuba	6	0	0	1	0.6016	128
tube	5	0	0	1	0.6735	4220
tuberculosis	10	0	0	1	0.4327	721
tubular	4	0	0	1	0.7176	170
tuck	10	0	0	1	0.3934	6461
tug	8	0	0	1	0.5324	4885
tumble	9	0	0	1	0.4556	5637
tummy	8	0	0	1	0.5408	196
tumor	8	0	0	1	0.5328	4354
tumour	8	0	0	1	0.5482	3971
tumult	10	0	0	1	0.3601	286
tumultuous	10	0	0	1	0.4115	627
tundra	7	0	0	1	0.5566	212
tunnel	7	0	0	1	0.5836	6672
turbine	8	0	0	1	0.5271	5631
turbot	9	0	0	1	0.475	160
turbulence	7	0	0	1	0.5905	1155
turbulent	10	0	0	1	0.4292	8584
turkey	4	0	0	1	0.7497	3144
turner	6	0	0	1	0.6387	119
turnip	10	0	0	1	0.4096	332
turnover	8	0	0	1	0.5127	7231
turnpike	8	0	0	1	0.5333	285
turtle	6	0	0	1	0.641	1284
tusk	9	0	0	1	0.4505	273
tussle	9	0	0	1	0.4874	119
tweak	4	0	0	1	0.7151	186
tweed	8	0	0	1	0.5251	299
tweet	6	0	0	1	0.625	112
twelfth	3	0	0	1	0.786	500
twentieth	2	0	0	1	0.8217	415
twig	9	0	0	1	0.4834	451
twin	2	0	0	1	0.8459	1129
twinkle	4	0	0	1	0.7282	2634
twirl	4	0	0	1	0.7485	171
twist	6	0	0	1	0.6021	8975
twitch	8	0	0	1	0.5136	294
twofold	1	0	0	1	0.8593	199
tying	4	0	0	1	0.7466	146
type	4	0	0	1	0.7459	2940
typhoon	2	0	0	1	0.8499	3204
typical	4	0	0	1	0.701	3986
typing	4	0	0	1	0.7072	345
tyrannical	9	0	0	1	0.4612	399
tyro	5	0	0	1	0.6644	149
ulcer	10	0	0	1	0.4332	1175
ulterior	10	0	0	1	0.4093	623
ultimate	7	0	0	1	0.5623	8342
ultra	6	0	0	1	0.644	1365
ultrasound	3	0	0	1	0.7692	130
umbrage	10	0	0	1	0.4192	167
umbrella	4	0	0	1	0.723	1852
umpire	10	0	0	1	0.4248	525
unabashed	7	0	0	1	0.5649	239
unable	3	0	0	1	0.7923	549
unaccountable	4	0	0	1	0.7083	144
unaccountably	7	0	0	1	0.5884	1402
unanimity	5	0	0	1	0.6515	198
unanimously	6	0	0	1	0.6479	730
unassuming	8	0	0	1	0.539	449
unauthorized	4	0	0	1	0.7292	288
unavoidable	2	0	0	1	0.811	381
unaware	3	0	0	1	0.7739	1097
unbearable	5	0	0	1	0.685	708
unbecoming	6	0	0	1	0.6007	273
unbiased	4	0	0	1	0.7296	906
unblemished	10	0	0	1	0.3984	251
unbridled	7	0	0	1	0.5655	145
uncanny	10	0	0	1	0.4155	1692
uncertain	5	0	0	1	0.6571	1423
uncertainty	4	0	0	1	0.7253	415
unchallenged	2	0	0	1	0.8141	199
uncharitable	6	0	0	1	0.6329	207
uncharted	6	0	0	1	0.6391	1003
uncle	2	0	0	1	0.8406	646
uncommon	3	0	0	1	0.7731	216
uncompetitive	3	0	0	1	0.7872	141
uncompromising	5	0	0	1	0.6885	244
unconditional	4	0	0	1	0.7076	2336
unconscious	7	0	0	1	0.5882	2108
unconstitutional	3	0	0	1	0.77	1013
unconventional	6	0	0	1	0.6438	1634
uncool	4	0	0	1	0.7379	889
uncover	3	0	0	1	0.7604	3790
undeniably	3	0	0	1	0.775	160
under	5	0	0	1	0.6887	922
underachieve	4	0	0	1	0.735	117
underbrush	3	0	0	1	0.7632	114
undercharge	5	0	0	1	0.6931	580
underdeveloped	4	0	0	1	0.7447	1187
underdog	3	0	0	1	0.7955	357
underdone	5	0	0	1	0.6907	194
underfund	4	0	0	1	0.7346	1473
underground	2	0	0	1	0.815	3891
underhand	5	0	0	1	0.6742	178
underlying	5	0	0	1	0.676	5836
underprivileged	3	0	0	1	0.7534	446
undersell	1	0	0	1	0.9113	124
underside	2	0	0	1	0.8302	106
understanding	1	0	0	1	0.8609	539
understood	3	0	0	1	0.7574	169
understudy	4	0	0	1	0.7152	302
undertake	6	0	0	1	0.6097	6912
undertook	7	0	0	1	0.5972	283
undertow	5	0	0	1	0.6643	286
undertreatment	5	0	0	1	0.6944	396
underuse	3	0	0	1	0.7889	540
underused	2	0	0	1	0.8309	1165
undervalue	2	0	0	1	0.8423	336
underwear	2	0	0	1	0.8427	1329
underwriting	4	0	0	1	0.7368	114
undistracted	4	0	0	1	0.7097	961
undivided	5	0	0	1	0.697	439
undoubtedly	3	0	0	1	0.7799	1922
undress	3	0	0	1	0.7861	416
unearth	5	0	0	1	0.6708	957
uneasiness	3	0	0	1	0.7927	246
uneconomic	1	0	0	1	0.9015	467
unemployment	2	0	0	1	0.8441	2860
unenlightened	4	0	0	1	0.7047	298
uneventful	3	0	0	1	0.7682	151
unfailing	6	0	0	1	0.6447	380
unfamiliar	3	0	0	1	0.7927	328
unfashionable	1	0	0	1	0.8923	130
unfettered	7	0	0	1	0.5781	128
unflattering	5	0	0	1	0.6537	976
unfocused	2	0	0	1	0.8076	291
unfolding	6	0	0	1	0.6098	387
unforeseen	4	0	0	1	0.7412	456
unfortunate	5	0	0	1	0.6882	356
ungodly	5	0	0	1	0.6833	120
ungracious	7	0	0	1	0.5575	113
